94,11,16,17,18,29,40,09
95,02,03,12,15,25,27,33
96,01,13,15,34,36,43,37
97,04,10,17,34,35,42,43
98,07,16,34,37,38,39,08
99,05,09,12,28,29,39,27
100,06,08,11,14,31,33,23
101,21,27,29,30,36,40,23
102,04,05,18,27,35,36,41
103,01,16,17,27,29,34,39
104,01,11,17,26,28,35,12
105,01,09,14,22,25,34,18
106,08,11,21,22,25,27,26
107,04,05,11,12,28,32,37
108,09,22,23,25,34,37,08
109,02,05,12,18,30,41,24
110,05,06,08,19,37,41,09
111,11,15,21,31,32,43,24
112,16,18,23,25,29,30,41
113,03,17,27,29,30,42,06
114,07,13,14,29,38,42,09
115,08,09,11,27,37,39,18
116,08,10,15,16,26,31,42
117,05,07,19,20,38,43,04
118,09,13,21,30,32,37,20
119,03,04,11,12,15,30,17
120,15,18,22,25,36,40,14
121,03,08,10,22,28,41,35
122,19,20,21,25,33,42,41
123,14,21,26,28,29,31,08
124,04,17,23,30,39,40,28
125,11,15,19,30,36,41,10
126,05,06,09,10,21,38,20
127,14,16,21,26,37,40,03
128,06,10,18,20,29,39,21
129,06,18,25,26,30,42,24
130,22,30,31,34,38,39,02
131,06,30,33,34,40,43,01
132,03,18,23,31,32,37,01
133,17,24,26,35,40,41,16
134,02,06,11,14,18,19,21
135,07,13,30,33,35,36,11
136,03,13,26,31,32,39,01
137,10,13,20,22,25,42,14
138,07,09,10,16,23,29,18
139,10,21,22,28,37,41,12
140,17,19,29,37,39,40,10
141,08,09,14,24,32,39,30
142,02,16,22,27,29,39,38
143,17,21,22,27,33,41,43
144,01,16,19,33,38,41,43
145,01,04,10,21,23,38,07
146,07,17,27,36,37,39,04
147,16,18,20,29,30,38,27
148,03,16,18,20,28,29,09
149,08,09,13,20,33,37,19
150,10,11,18,20,31,43,27
151,03,08,17,25,28,32,27
152,04,08,12,16,31,33,17
153,04,07,08,12,25,26,41
154,07,09,18,26,27,38,14
155,05,06,07,18,22,27,41
156,06,20,22,29,30,35,39
157,05,08,17,19,25,27,21
158,01,06,12,35,37,38,30
159,12,23,30,31,38,42,06
160,04,10,20,30,31,32,26
161,23,26,28,33,38,42,08
162,03,22,25,30,33,37,35
163,02,03,11,17,24,34,28
164,01,02,13,14,35,38,32
165,09,11,16,21,25,36,10
166,14,18,20,28,34,38,17
167,10,14,17,19,29,42,02
168,01,06,31,32,36,39,42
169,03,15,17,19,26,36,39
170,10,12,15,17,30,31,06
171,05,06,17,23,32,33,39
172,10,11,22,23,33,34,27
173,06,10,22,30,31,35,18
174,02,09,16,36,38,42,06
175,02,03,10,22,28,40,43
176,08,19,25,31,34,37,30
177,06,18,19,30,36,41,27
178,10,22,27,30,36,39,04
179,03,06,11,13,15,16,23
180,04,10,11,12,20,36,28
181,01,02,07,21,29,30,23
182,22,23,28,37,40,43,30
183,14,29,31,36,38,40,33
184,05,07,23,31,39,42,19
185,08,13,14,18,35,41,33
186,07,16,18,33,36,41,04
187,12,21,22,27,39,40,25
188,03,08,18,25,26,39,38
189,03,32,35,36,39,40,05
190,17,23,30,31,39,43,42
191,04,07,25,27,34,43,35
192,03,07,19,27,39,41,10
193,03,04,18,31,40,43,22
194,04,11,12,21,36,38,37
195,05,10,12,22,26,41,19
196,04,05,11,16,30,33,14
197,09,10,17,22,28,30,19
198,04,05,06,17,20,42,10
199,03,14,24,25,33,36,41
200,04,07,11,19,25,28,02
201,10,13,16,17,24,39,43
202,09,18,26,28,33,40,10
203,12,18,20,27,35,37,39
204,02,17,20,25,39,42,30
205,04,07,09,16,18,34,26
206,01,03,16,22,41,43,13
207,17,21,23,30,31,34,05
208,18,24,29,32,35,39,23
209,08,27,30,35,40,41,09
210,01,06,21,22,37,40,19
211,10,14,23,26,33,36,24
212,01,11,17,32,35,39,20
213,04,07,18,26,29,43,08
214,04,07,09,11,20,36,32
215,01,04,13,18,22,31,30
216,09,21,29,33,35,41,27
217,08,19,23,27,29,39,28
218,08,10,18,22,31,36,04
219,27,28,29,34,35,39,33
220,23,25,26,29,33,37,40
221,08,27,30,31,38,42,13
222,04,14,15,22,29,31,20
223,07,09,19,26,30,32,03
224,12,17,18,19,30,35,13
225,09,11,21,31,35,38,13
226,08,26,36,40,42,43,21
227,06,13,17,29,32,36,35
228,05,08,17,26,36,39,34
229,08,16,21,24,27,36,20
230,04,09,18,31,36,42,34
231,01,04,06,16,18,43,41
232,01,05,07,26,39,43,32
233,06,18,26,40,41,42,09
234,11,17,24,26,27,30,19
235,06,21,23,24,28,39,38
236,01,08,09,14,34,38,04
237,01,03,11,13,27,37,30
238,05,10,15,20,33,37,30
239,04,09,18,30,31,40,24
240,11,15,26,31,36,39,12
241,08,14,27,33,36,40,20
242,01,10,13,22,29,32,38
243,05,34,35,38,42,43,08
244,11,12,30,36,38,39,37
245,03,06,18,24,28,36,21
246,16,28,32,34,39,42,38
247,08,16,30,32,34,39,13
248,11,32,35,36,39,41,06
249,01,03,17,23,33,35,18
250,03,08,09,13,22,42,11
251,02,12,19,25,29,36,26
252,02,06,13,22,32,33,12
253,15,16,19,22,36,43,13
254,12,13,22,23,25,29,40
255,06,07,12,17,34,42,08
256,15,17,18,28,30,37,40
257,07,15,29,30,39,40,11
258,03,15,16,17,25,31,40
259,01,12,15,23,34,42,27
260,11,15,21,31,37,41,30
261,06,17,18,21,35,41,32
262,05,07,11,19,21,25,27
263,01,05,13,22,39,41,04
264,02,05,06,08,20,27,43
265,02,03,16,22,23,28,40
266,11,15,18,24,30,39,07
267,03,05,08,22,35,38,41
268,03,06,08,14,24,36,15
269,01,10,13,15,21,23,36
270,17,19,21,29,33,38,30
271,09,10,19,25,40,41,08
272,07,12,13,20,23,26,41
273,04,18,20,21,29,40,37
274,04,05,14,27,31,39,06
275,04,13,15,31,33,40,08
276,06,11,27,30,33,36,34
277,07,09,18,20,30,38,23
278,09,13,14,17,22,38,33
279,07,11,12,23,30,43,27
280,06,12,26,37,38,39,25
281,03,09,10,11,19,35,30
282,01,09,17,31,41,43,23
283,06,09,16,22,27,37,36
284,20,26,30,33,35,38,04
285,01,03,09,14,16,29,37
286,10,11,14,28,31,41,03
287,01,05,18,34,35,39,07
288,03,04,11,25,28,33,35
289,07,09,12,17,34,38,03
290,11,13,15,17,22,43,08
291,10,15,20,28,41,43,19
292,07,14,27,31,34,39,40
293,06,08,15,17,36,43,38
294,02,05,13,14,17,20,21
295,09,12,18,20,37,43,05
296,04,19,27,30,31,37,10
297,06,08,09,20,38,40,02
298,12,25,29,31,35,40,26
299,02,04,05,17,35,41,18
300,04,07,29,33,36,39,09
301,04,05,06,09,10,11,33
302,02,04,13,23,38,40,24
303,04,24,31,35,37,39,13
304,03,07,08,15,17,31,27
305,01,02,05,23,31,34,43
306,01,20,25,28,31,42,02
307,01,07,11,32,33,40,27
308,03,13,18,20,23,28,35
309,01,04,26,36,41,42,09
310,03,04,05,18,28,37,26
311,01,16,22,36,37,42,34
312,02,17,22,29,38,42,16
313,01,19,21,31,32,40,33
314,03,08,14,30,38,43,06
315,01,02,17,24,40,41,31
316,03,04,20,30,40,41,31
317,07,08,15,30,35,36,40
318,02,07,13,16,36,37,41
319,15,20,23,28,37,40,17
320,01,05,25,27,38,41,09
321,21,29,31,36,38,41,10
322,18,19,22,25,35,42,36
323,09,11,21,23,33,39,26
324,05,13,27,37,39,41,36
325,06,07,18,29,33,39,43
326,01,07,09,14,23,43,19
327,06,12,14,28,31,36,35
328,03,07,10,12,19,36,35
329,06,08,15,17,39,40,37
330,05,12,16,19,28,39,34
331,02,08,17,24,32,38,35
332,07,08,16,24,26,34,19
333,01,05,07,15,41,42,38
334,11,14,17,18,34,36,23
335,04,05,10,23,36,42,08
336,03,06,13,17,20,29,11
337,05,15,16,20,34,39,29
338,08,10,25,31,39,40,35
339,03,05,09,26,34,36,12
340,04,10,13,31,35,42,07
341,04,14,23,25,28,35,41
342,08,15,26,27,34,38,10
343,13,28,29,37,38,41,35
344,08,11,16,20,28,36,42
345,10,21,22,25,35,37,18
346,04,09,11,12,32,38,16
347,08,20,23,27,32,33,13
348,04,05,06,27,36,38,13
349,08,13,15,19,20,30,25
350,13,18,25,26,29,40,06
351,03,13,16,24,26,43,15
352,06,08,24,25,34,38,10
353,01,09,15,16,22,26,29
354,04,06,22,31,34,41,43
355,01,11,24,26,36,37,39
356,01,05,08,12,17,29,28
357,02,10,11,12,19,38,06
358,12,31,32,34,39,42,30
359,03,05,19,20,23,27,40
360,02,03,06,14,26,42,25
361,01,21,28,30,37,43,31
362,07,10,15,20,37,40,28
363,03,06,07,22,27,31,04
364,07,11,12,19,33,42,36
365,06,19,20,28,36,37,11
366,12,13,15,18,30,41,21
367,10,13,17,38,41,43,28
368,07,10,18,21,33,35,13
369,03,09,12,16,18,37,14
370,02,11,13,15,16,32,43
371,14,15,23,24,32,34,31
372,07,19,28,33,35,39,21
373,07,14,15,19,35,43,30
374,04,24,25,26,27,34,28
375,07,09,14,17,36,37,11
376,20,21,25,27,34,38,16
377,02,03,08,20,21,24,13
378,11,13,19,26,36,43,31
379,08,13,15,21,33,34,05
380,17,22,25,26,27,43,16
381,04,13,15,22,39,41,30
382,02,06,15,28,29,43,14
383,07,12,17,18,24,28,43
384,17,19,20,22,33,41,35
385,06,31,34,35,37,40,07
386,02,09,11,15,23,25,27
387,12,16,19,27,30,32,38
388,05,12,14,18,20,31,02
389,06,12,22,25,31,35,28
390,05,16,17,22,39,43,21
391,08,20,23,24,29,38,43
392,10,15,18,30,31,37,11
393,07,18,27,37,38,43,35
394,14,27,28,31,37,40,18
395,15,21,26,28,42,43,39
396,09,12,21,26,33,40,05
397,15,16,23,30,39,43,11
398,02,31,36,37,39,43,13
399,01,14,17,28,31,37,21
400,04,09,19,22,23,33,38
401,14,15,27,34,35,42,37
402,03,18,23,24,29,33,28
403,08,10,13,20,24,33,23
404,03,10,14,18,26,43,33
405,06,13,19,20,30,31,08
406,01,02,04,16,36,37,40
407,11,18,19,30,37,39,38
408,12,20,23,28,31,32,39
409,06,13,17,27,28,36,33
410,02,12,16,20,42,43,28
411,02,04,06,24,35,39,34
412,02,06,07,09,16,19,33
413,02,14,15,26,35,37,25
414,01,02,04,05,09,25,15
415,09,28,33,34,37,43,41
416,12,15,22,24,29,37,06
417,03,20,23,30,31,37,06
418,03,12,16,25,32,36,34
419,05,08,16,25,26,30,01
420,14,19,21,28,29,31,24
421,02,06,08,10,25,34,31
422,05,06,07,08,28,38,36
423,01,02,03,30,35,36,21
424,03,13,17,25,40,41,04
425,02,03,12,20,34,43,04
426,06,08,09,29,32,37,04
427,05,12,13,33,39,42,20
428,08,16,18,35,42,43,13
429,17,25,29,33,37,42,07
430,01,08,18,26,34,42,21
431,01,05,19,20,35,41,33
432,08,20,23,24,42,43,16
433,03,09,11,24,26,34,25
434,03,12,19,33,35,36,37
435,02,11,12,28,35,37,27
436,04,12,21,22,27,38,31
437,02,05,11,21,23,43,15
438,03,09,16,17,20,31,42
439,11,14,20,28,32,41,27
440,09,23,29,30,31,39,18
441,10,18,33,34,39,41,21
442,02,23,26,35,41,42,38
443,06,10,21,22,23,35,05
444,05,13,16,18,24,32,30
445,10,20,23,26,37,40,09
446,03,08,17,26,27,36,13
447,15,23,29,36,42,43,34
448,09,23,32,35,39,42,37
449,19,20,21,23,27,32,24
450,15,20,21,32,40,42,27
451,06,14,16,19,26,39,21
452,01,05,25,27,29,40,19
453,07,17,19,27,35,40,41
454,02,16,18,27,42,43,12
455,11,20,26,28,30,43,24
456,03,07,15,25,30,39,22
457,10,12,27,32,34,43,42
458,01,18,27,30,36,40,05
459,11,13,27,31,37,43,30
460,18,22,23,32,35,40,07
461,08,10,13,30,32,42,12
462,02,04,06,16,31,33,05
463,10,13,16,25,30,42,28
464,10,21,22,25,27,37,36
465,06,24,27,30,32,38,13
466,01,04,19,28,34,40,14
467,18,19,20,24,32,43,41
468,09,17,26,30,34,40,33
469,10,12,20,35,40,43,28
470,01,11,17,23,38,43,18
471,02,13,14,22,23,32,34
472,10,17,28,30,36,42,05
473,06,16,17,22,34,37,26
474,12,15,19,25,28,41,18
475,05,09,10,27,33,42,02
476,07,17,22,30,36,40,02
477,12,14,16,18,38,41,17
478,11,14,23,30,31,38,42
479,05,07,14,17,20,27,03
480,02,05,17,18,35,38,34
481,02,09,11,24,25,34,20
482,04,30,31,36,37,38,19
483,02,08,15,24,33,35,30
484,13,19,25,29,32,35,42
485,14,26,30,33,34,39,19
486,16,25,27,29,34,41,06
487,02,06,08,19,22,34,30
488,05,15,29,34,39,42,06
489,06,08,12,30,33,43,36
490,05,09,13,28,34,40,10
491,07,09,20,27,31,34,33
492,01,08,12,20,23,37,10
493,08,26,30,36,41,42,20
494,08,16,19,23,26,31,06
495,04,06,20,21,29,33,31
496,02,06,11,29,32,41,03
497,06,12,14,17,36,40,34
498,01,25,36,41,42,43,39
499,03,09,15,16,22,35,12
500,06,20,28,31,34,38,10
501,03,17,21,23,36,38,07
502,09,12,27,28,29,41,07
503,01,18,25,27,28,39,11
504,12,21,22,27,29,31,35
505,19,21,27,33,34,43,41
506,05,11,21,27,37,39,26
507,05,14,19,21,28,31,17
508,01,07,14,15,24,42,13
509,03,04,12,18,27,28,40
510,12,15,26,35,41,43,25
511,04,22,23,27,38,43,09
512,14,20,23,25,33,39,34
513,01,06,12,14,15,19,18
514,06,07,14,15,19,41,31
515,02,03,23,25,33,35,34
516,02,14,16,17,29,30,10
517,06,10,13,14,28,37,39
518,14,31,34,35,40,42,25
519,01,13,25,29,30,33,35
520,02,04,12,14,26,43,40
521,01,08,15,21,23,30,33
522,03,06,16,23,25,43,37
523,07,08,26,27,41,43,16
524,07,11,14,18,35,40,43
525,01,11,17,28,33,38,20
526,08,14,18,19,26,27,23
527,05,07,12,23,39,41,09
528,02,05,12,21,28,32,41
529,06,19,21,24,31,41,07
530,01,10,19,30,33,36,35
531,05,12,16,24,26,33,08
532,23,28,33,35,37,42,04
533,06,16,24,31,41,43,07
534,01,02,19,22,26,37,43
535,06,14,23,24,27,32,11
536,04,10,12,14,23,36,02
537,10,18,22,24,26,37,12
538,02,11,14,23,26,33,28
539,03,10,13,17,18,28,24
540,15,23,29,35,36,41,42
541,03,04,05,28,34,43,20
542,10,14,23,35,38,41,17
543,15,17,18,19,22,31,30
544,11,14,16,32,41,42,33
545,16,21,24,28,32,36,35
546,01,14,30,34,40,43,27
547,06,10,11,30,32,39,27
548,12,13,16,28,29,35,05
549,05,14,27,29,32,33,16
550,12,15,19,32,36,42,37
551,15,16,19,21,26,42,10
552,13,22,26,30,40,41,08
553,03,09,11,15,27,37,10
554,16,27,34,35,36,38,37
555,02,03,07,09,36,42,05
556,06,09,13,17,29,30,25
557,06,18,23,32,38,43,37
558,04,32,33,38,41,43,02
559,02,07,16,25,26,43,03
560,04,17,19,37,39,42,16
561,04,14,30,35,40,41,29
562,09,10,11,25,30,37,12
563,04,05,26,28,34,38,08
564,03,12,18,24,34,39,16
565,03,06,08,21,28,32,10
566,10,17,18,29,30,41,07
567,07,13,17,23,28,34,25
568,07,10,15,31,32,42,41
569,04,19,21,25,28,40,38
570,02,04,10,28,38,43,25
571,06,20,21,23,33,38,10
572,10,12,18,38,42,43,40
573,03,05,21,30,37,38,11
574,04,11,16,20,26,43,09
575,04,11,17,21,23,30,18
576,08,09,21,24,29,37,01
577,03,12,29,31,36,37,26
578,16,22,23,27,33,37,36
579,06,08,17,19,23,42,32
580,12,15,17,25,35,43,32
581,05,22,28,29,35,39,21
582,07,10,14,25,32,38,13
583,02,12,17,18,40,43,16
584,10,11,24,26,37,38,21
585,01,28,32,34,41,42,22
586,06,07,10,23,36,42,11
587,10,12,18,27,33,40,42
588,08,13,18,33,34,36,23
589,01,09,10,28,41,42,33
590,20,24,25,27,32,37,02
591,01,13,16,22,27,33,05
592,12,14,22,23,34,41,36
593,02,10,16,26,29,30,04
594,04,05,15,30,34,38,02
595,01,05,15,22,39,40,27
596,02,13,17,24,29,34,12
597,03,04,07,13,16,23,01
598,06,10,15,21,36,41,40
599,01,02,08,13,27,39,36
600,03,20,23,24,28,35,26
601,06,22,25,26,30,39,32
602,08,13,15,18,24,41,27
603,03,08,18,21,23,42,17
604,09,15,20,22,28,43,37
605,01,04,13,25,38,43,11
606,08,15,24,26,35,42,07
607,02,03,08,12,20,21,16
608,04,06,16,17,18,26,40
609,18,24,36,37,39,41,01
610,02,05,12,23,26,41,36
611,10,12,14,24,34,39,16
612,07,18,31,32,39,40,35
613,02,06,18,26,32,37,05
614,02,06,22,25,31,42,01
615,06,16,24,32,36,43,28
616,04,07,18,19,24,35,17
617,05,08,18,28,34,35,10
618,04,15,21,31,35,42,13
619,02,11,29,31,33,38,14
620,07,10,13,19,31,38,12
621,06,15,16,28,36,40,20
622,07,16,18,20,27,36,41
623,07,08,16,35,39,42,09
624,04,08,12,22,25,30,43
625,05,17,26,37,39,42,20
626,06,13,14,22,26,28,10
627,02,04,07,19,34,42,30
628,07,13,15,18,29,38,30
629,06,16,21,30,34,43,36
630,03,07,13,18,19,41,38
631,02,05,07,10,36,40,12
632,03,04,14,21,22,25,26
633,07,09,11,14,15,18,05
634,08,10,13,15,20,40,23
635,08,11,12,15,41,43,22
636,02,12,21,23,24,26,36
637,07,12,16,28,31,34,11
638,06,11,19,28,35,40,14
639,01,16,20,24,33,34,08
640,03,11,18,20,33,39,22
641,03,14,21,24,26,29,32
642,08,13,14,21,33,41,18
643,02,06,21,31,35,37,15
644,04,14,22,23,26,42,02
645,03,10,12,32,33,43,31
646,09,12,14,24,28,33,37
647,02,07,15,22,36,43,27
648,22,26,27,28,36,43,01
649,14,22,29,33,36,40,38
650,12,31,34,40,41,43,06
651,04,15,17,34,38,40,05
652,01,10,16,19,20,39,29
653,13,21,22,26,29,36,31
654,12,18,21,29,32,38,02
655,05,10,23,26,28,29,27
656,02,08,13,17,25,37,30
657,03,20,29,33,34,40,02
658,14,24,32,40,41,42,09
659,21,30,35,39,41,42,03
660,08,20,31,36,37,38,39
661,06,09,17,20,33,40,26
662,12,31,32,34,36,40,06
663,13,18,21,30,33,40,25
664,02,08,11,12,26,29,22
665,13,22,27,29,36,37,40
666,02,06,28,30,31,41,07
667,21,31,34,37,39,40,15
668,07,13,20,27,34,35,22
669,04,06,10,17,24,33,19
670,01,04,07,25,32,41,18
671,05,10,14,16,23,38,21
672,01,05,23,24,36,43,19
673,02,06,16,27,28,29,38
674,08,11,15,22,40,41,39
675,08,10,15,21,24,34,28
676,02,08,20,33,38,42,21
677,04,11,22,31,32,35,23
678,08,24,25,29,32,40,28
679,04,05,07,37,41,42,39
680,08,09,23,34,38,41,06
681,01,11,13,30,37,41,27
682,03,05,07,18,19,41,34
683,16,24,29,32,35,38,37
684,06,07,13,18,27,33,16
685,12,23,27,32,39,43,15
686,21,24,26,35,37,38,16
687,16,20,27,33,40,42,34
688,09,12,16,33,34,35,01
689,06,08,12,17,24,31,38
690,07,08,10,21,34,38,30
691,04,07,08,15,16,42,23
692,09,10,12,19,21,42,15
693,04,14,18,22,32,35,10
694,08,23,27,31,38,40,03
695,04,07,11,12,13,19,27
696,02,10,14,19,36,39,09
697,02,12,14,18,40,41,06
698,05,20,21,26,30,33,27
699,12,13,21,25,29,32,20
700,01,08,17,24,33,35,11
701,20,22,24,32,36,39,29
702,01,20,23,37,38,40,04
703,20,24,27,28,38,41,04
704,07,10,16,18,19,37,20
705,14,15,16,18,20,33,03
706,02,08,29,31,34,37,09
707,08,15,21,32,40,41,07
708,02,13,20,22,25,38,35
709,01,11,13,29,37,39,08
710,04,05,09,20,33,37,35
711,05,11,15,24,34,39,37
712,02,05,08,09,14,25,18
713,19,20,21,24,25,26,35
714,02,14,26,28,29,42,13
715,05,10,12,25,28,31,36
716,05,07,14,24,25,35,32
717,13,14,16,21,29,42,20
718,15,20,27,29,33,43,18
719,11,14,27,31,34,42,13
720,25,26,27,28,35,38,19
721,01,14,23,24,27,40,10
722,06,11,32,34,35,39,18
723,16,27,28,36,39,42,02
724,04,09,32,37,38,39,31
725,05,06,07,20,31,41,22
726,13,21,30,31,37,40,14
727,03,24,26,27,39,41,04
728,10,15,22,23,38,42,12
729,02,10,16,18,27,42,22
730,10,15,21,22,33,35,01
731,06,07,23,25,38,42,21
732,20,33,35,36,37,38,29
733,05,13,14,26,37,38,28
734,10,19,22,27,29,39,21
735,05,12,19,22,32,39,14
736,02,14,17,19,38,43,06
737,06,10,21,24,27,39,11
738,14,21,22,32,33,41,09
739,11,13,18,20,28,38,31
740,08,09,15,26,37,40,18
741,08,11,15,29,36,43,18
742,02,12,13,14,22,35,04
743,03,04,08,10,14,37,32
744,02,05,12,14,30,42,03
745,08,12,16,23,33,34,06
746,06,09,10,29,31,35,28
747,08,19,20,23,24,35,05
748,02,14,16,27,28,30,21
749,07,08,11,13,23,40,25
750,04,06,13,16,18,39,34
751,13,16,21,25,31,38,43
752,03,05,13,18,22,37,14
753,02,04,11,15,20,38,18
754,16,27,33,35,39,41,42
755,10,16,20,25,29,39,02
756,08,10,24,26,27,28,32
757,04,10,14,19,35,38,17
758,11,19,20,25,38,40,33
759,14,22,25,28,37,41,31
760,03,04,06,15,32,40,34
761,08,10,11,12,20,40,42
762,06,08,09,20,24,27,40
763,06,08,10,21,39,42,36
764,06,07,24,34,42,43,14
765,04,14,17,22,26,41,06
766,06,10,12,32,37,39,33
767,02,06,11,27,29,37,14
768,01,08,19,25,32,38,39
769,01,02,04,16,17,38,08
770,17,19,21,22,36,37,25
771,15,21,31,32,33,34,27
772,07,11,16,19,20,23,30
773,04,07,10,11,12,32,09
774,02,04,09,13,16,33,15
775,01,02,21,22,37,38,17
776,02,08,14,23,28,42,25
777,15,16,23,29,37,39,42
778,05,11,17,24,35,41,03
779,10,13,27,34,36,39,07
780,06,07,12,26,39,43,04
781,05,06,15,23,40,43,39
782,19,21,23,24,27,43,10
783,09,14,22,24,25,32,13
784,01,09,23,29,37,41,22
785,01,09,18,20,24,29,15
786,10,11,17,31,35,39,23
787,04,05,13,21,33,34,15
788,02,08,13,27,31,32,16
789,12,17,29,32,38,40,28
790,09,13,19,27,34,38,08
791,01,10,22,24,34,37,20
792,01,07,14,25,37,43,04
793,10,13,14,19,26,43,12
794,15,22,25,29,34,42,02
795,13,19,24,28,33,38,29
796,01,07,11,14,22,34,02
797,01,04,13,18,23,39,35
798,01,03,05,25,39,41,34
799,04,06,08,10,19,28,25
800,08,12,22,23,25,35,43
801,02,18,19,20,25,31,32
802,09,13,18,19,25,30,15
803,09,29,33,34,35,41,27
804,06,20,23,25,31,33,30
805,02,14,19,22,24,43,06
806,03,16,19,25,39,40,29
807,01,06,12,20,22,23,27
808,13,18,22,28,41,42,26
809,02,11,20,31,32,37,17
810,03,31,32,38,39,40,37
811,02,06,20,24,31,40,34
812,01,12,15,26,34,40,22
813,09,10,12,13,28,38,39
814,04,07,15,23,38,42,01
815,01,02,06,24,25,41,29
816,05,14,19,24,27,37,09
817,16,21,27,32,34,43,42
818,05,21,24,34,37,38,16
819,10,19,23,25,30,40,14
820,01,11,19,28,39,43,16
821,07,10,12,34,40,43,16
822,06,11,15,24,27,33,29
823,05,06,23,30,37,38,28
824,16,19,26,27,29,32,04
825,06,10,12,16,39,40,20
826,05,15,22,24,29,36,02
827,02,04,23,24,33,41,05
828,02,09,10,24,25,43,26
829,02,03,23,32,36,39,20
830,05,06,09,18,28,40,22
831,03,04,07,13,22,31,19
832,19,24,27,31,32,33,17
833,05,06,13,20,22,28,02
834,04,17,27,39,41,42,08
835,05,09,10,28,39,40,24
836,07,11,31,34,38,43,28
837,05,17,34,37,39,42,28
838,12,28,32,36,38,43,13
839,01,03,05,12,13,38,37
840,03,04,17,24,27,34,39
841,08,22,24,28,31,36,38
842,08,11,17,26,33,43,24
843,03,07,08,26,42,43,11
844,02,05,18,27,35,38,24
845,02,12,13,22,24,34,20
846,09,14,18,28,30,33,04
847,09,10,23,31,35,36,38
848,06,07,13,15,35,39,33
849,01,03,04,10,15,40,34
850,02,11,30,32,38,41,04
851,05,08,14,20,26,27,07
852,03,17,22,23,27,40,35
853,02,09,22,26,31,35,07
854,04,11,14,18,25,37,42
855,10,13,15,25,37,42,30
856,10,24,32,34,38,40,43
857,01,03,06,17,28,42,24
858,03,14,29,32,33,42,40
859,01,12,15,17,21,36,24
860,14,16,32,35,38,41,06
861,04,17,21,28,35,42,29
862,05,10,16,34,36,39,43
863,04,14,18,26,35,36,02
864,19,21,24,28,32,40,12
865,05,07,08,12,23,25,26
866,01,03,10,21,29,43,39
867,02,14,21,26,37,38,18
868,05,18,19,26,31,43,10
869,05,07,23,24,37,38,40
870,01,11,14,21,23,39,26
871,03,10,11,13,20,27,25
872,06,10,17,18,19,24,07
873,04,22,26,27,32,43,20
874,02,08,21,27,33,37,42
875,04,05,11,13,22,25,43
